x,y
953,1958
953,1955
954,1955
954,1952
955,1952
955,1950
956,1950
956,1947
957,1947
957,1942
958,1942
958,1936
959,1936
959,1917
958,1917
958,1905
959,1905
959,1893
960,1893
960,1894
961,1894
961,1895
963,1895
963,1896
965,1896
965,1897
967,1897
967,1898
970,1898
970,1899
984,1899
984,1898
987,1898
987,1897
989,1897
989,1896
991,1896
991,1895
992,1895
992,1894
993,1894
993,1893
995,1893
995,1891
996,1891
996,1890
997,1890
997,1889
998,1889
998,1887
999,1887
999,1885
1000,1885
1000,1882
1001,1882
1001,1877
1002,1877
1002,1875
1001,1875
1001,1869
1000,1869
1000,1867
999,1867
999,1865
998,1865
998,1863
997,1863
997,1861
996,1861
996,1860
995,1860
995,1859
994,1859
994,1858
992,1858
992,1857
991,1857
991,1856
989,1856
989,1855
987,1855
987,1854
983,1854
983,1853
973,1853
973,1854
970,1854
970,1855
967,1855
967,1856
965,1856
965,1857
964,1857
964,1858
963,1858
963,1859
962,1859
962,1860
961,1860
961,1861
960,1861
960,1862
959,1862
959,1863
958,1863
958,1865
957,1865
957,1867
954,1867
954,1859
955,1859
955,1857
956,1857
956,1855
957,1855
957,1854
958,1854
958,1852
959,1852
959,1850
960,1850
960,1847
961,1847
961,1839
962,1839
962,1837
963,1837
963,1835
964,1835
964,1834
965,1834
965,1832
966,1832
966,1831
967,1831
967,1829
968,1829
968,1827
969,1827
969,1824
970,1824
970,1812
969,1812
969,1809
968,1809
968,1807
967,1807
967,1805
966,1805
966,1804
965,1804
965,1802
964,1802
964,1801
963,1801
963,1800
962,1800
962,1799
961,1799
961,1798
960,1798
960,1797
959,1797
959,1796
958,1796
958,1794
957,1794
957,1793
956,1793
956,1792
955,1792
955,1791
953,1791
953,1790
952,1790
952,1789
951,1789
951,1788
949,1788
949,1787
947,1787
947,1784
948,1784
948,1782
949,1782
949,1779
950,1779
950,1777
951,1777
951,1774
952,1774
952,1771
953,1771
953,1768
954,1768
954,1764
955,1764
955,1760
956,1760
956,1754
957,1754
957,1743
958,1743
958,1742
959,1742
959,1741
960,1741
960,1740
961,1740
961,1739
962,1739
962,1737
963,1737
963,1735
964,1735
964,1733
965,1733
965,1729
966,1729
966,1720
965,1720
965,1716
964,1716
964,1714
963,1714
963,1710
964,1710
964,1708
965,1708
965,1707
966,1707
966,1706
967,1706
967,1704
968,1704
968,1703
969,1703
969,1700
970,1700
970,1697
971,1697
971,1686
970,1686
970,1683
969,1683
969,1681
968,1681
968,1679
967,1679
967,1677
966,1677
966,1675
965,1675
965,1673
964,1673
964,1671
963,1671
963,1668
962,1668
962,1666
961,1666
961,1664
960,1664
960,1663
959,1663
959,1661
958,1661
958,1660
957,1660
957,1659
956,1659
956,1658
955,1658
955,1657
954,1657
954,1656
952,1656
952,1655
951,1655
951,1654
949,1654
949,1653
947,1653
947,1652
944,1652
944,1651
932,1651
932,1650
931,1650
931,1648
930,1648
930,1645
929,1645
929,1642
928,1642
928,1639
927,1639
927,1634
928,1634
928,1629
929,1629
929,1619
928,1619
928,1616
927,1616
927,1614
926,1614
926,1612
925,1612
925,1611
924,1611
924,1610
923,1610
923,1609
922,1609
922,1608
921,1608
921,1606
920,1606
920,1605
919,1605
919,1598
918,1598
918,1594
917,1594
917,1592
916,1592
916,1590
915,1590
915,1588
914,1588
914,1587
913,1587
913,1586
912,1586
912,1585
911,1585
911,1584
910,1584
910,1583
908,1583
908,1582
906,1582
906,1581
904,1581
904,1580
901,1580
901,1579
898,1579
898,1578
896,1578
896,1577
893,1577
893,1576
890,1576
890,1575
887,1575
887,1574
884,1574
884,1573
881,1573
881,1572
879,1572
879,1571
877,1571
877,1570
876,1570
876,1569
875,1569
875,1568
874,1568
874,1567
873,1567
873,1566
872,1566
872,1565
871,1565
871,1563
870,1563
870,1562
869,1562
869,1561
868,1561
868,1559
867,1559
867,1557
866,1557
866,1556
865,1556
865,1555
864,1555
864,1554
863,1554
863,1553
862,1553
862,1552
861,1552
861,1551
860,1551
860,1550
859,1550
859,1549
858,1549
858,1548
856,1548
856,1547
854,1547
854,1546
850,1546
850,1545
845,1545
845,1544
839,1544
839,1543
825,1543
825,1544
820,1544
820,1545
812,1545
812,1546
804,1546
804,1547
801,1547
801,1548
799,1548
799,1549
798,1549
798,1550
797,1550
797,1551
796,1551
796,1552
795,1552
795,1553
794,1553
794,1554
792,1554
792,1555
790,1555
790,1556
788,1556
788,1557
786,1557
786,1558
784,1558
784,1559
782,1559
782,1560
780,1560
780,1561
773,1561
773,1560
771,1560
771,1559
768,1559
768,1558
764,1558
764,1557
753,1557
753,1556
751,1556
751,1555
749,1555
749,1554
748,1554
748,1553
747,1553
747,1552
746,1552
746,1551
744,1551
744,1550
742,1550
742,1549
740,1549
740,1548
737,1548
737,1547
732,1547
732,1546
726,1546
726,1547
718,1547
718,1548
713,1548
713,1549
710,1549
710,1550
707,1550
707,1551
705,1551
705,1552
700,1552
700,1550
699,1550
699,1549
698,1549
698,1548
697,1548
697,1547
696,1547
696,1546
695,1546
695,1545
694,1545
694,1544
692,1544
692,1543
691,1543
691,1542
689,1542
689,1541
687,1541
687,1540
686,1540
686,1539
685,1539
685,1538
683,1538
683,1537
681,1537
681,1536
679,1536
679,1535
677,1535
677,1534
673,1534
673,1533
656,1533
656,1534
653,1534
653,1535
650,1535
650,1536
648,1536
648,1537
646,1537
646,1538
645,1538
645,1539
643,1539
643,1540
642,1540
642,1541
641,1541
641,1543
640,1543
640,1544
639,1544
639,1546
638,1546
638,1548
637,1548
637,1549
636,1549
636,1550
635,1550
635,1551
631,1551
631,1550
629,1550
629,1549
624,1549
624,1548
621,1548
621,1547
616,1547
