x,y
1775,1552
1775,1551
1766,1551
1766,1552
1762,1552
1762,1553
1759,1553
1759,1554
1756,1554
1756,1555
1740,1555
1740,1556
1737,1556
1737,1557
1735,1557
1735,1558
1734,1558
1734,1559
1732,1559
1732,1560
1731,1560
1731,1561
1730,1561
1730,1562
1729,1562
1729,1563
1728,1563
1728,1564
1727,1564
1727,1565
1726,1565
1726,1567
1725,1567
1725,1568
1722,1568
1722,1567
1719,1567
1719,1566
1717,1566
1717,1565
1714,1565
1714,1564
1699,1564
1699,1565
1695,1565
1695,1566
1692,1566
1692,1567
1690,1567
1690,1568
1688,1568
1688,1569
1686,1569
1686,1570
1684,1570
1684,1571
1683,1571
1683,1572
1682,1572
1682,1573
1681,1573
1681,1574
1680,1574
1680,1575
1679,1575
1679,1577
1678,1577
1678,1579
1677,1579
1677,1581
1676,1581
1676,1583
1675,1583
1675,1588
1674,1588
1674,1592
1675,1592
1675,1597
1676,1597
1676,1600
1677,1600
1677,1602
1678,1602
1678,1603
1679,1603
1679,1604
1680,1604
1680,1605
1681,1605
1681,1606
1682,1606
1682,1607
1683,1607
1683,1608
1685,1608
1685,1609
1687,1609
1687,1610
1689,1610
1689,1611
1692,1611
1692,1612
1696,1612
1696,1613
1707,1613
1707,1616
1706,1616
1706,1620
1705,1620
1705,1640
1704,1640
1704,1645
1703,1645
1703,1647
1701,1647
1701,1648
1698,1648
1698,1649
1694,1649
1694,1650
1691,1650
1691,1651
1689,1651
1689,1652
1687,1652
1687,1653
1685,1653
1685,1654
1684,1654
1684,1655
1683,1655
1683,1656
1681,1656
1681,1657
1680,1657
1680,1658
1679,1658
1679,1660
1678,1660
1678,1661
1677,1661
1677,1663
1676,1663
1676,1665
1675,1665
1675,1667
1674,1667
1674,1670
1673,1670
1673,1674
1672,1674
1672,1684
1673,1684
1673,1688
1674,1688
1674,1691
1675,1691
1675,1693
1676,1693
1676,1695
1677,1695
1677,1696
1678,1696
1678,1698
1679,1698
1679,1699
1681,1699
1681,1700
1682,1700
1682,1706
1681,1706
1681,1711
1680,1711
1680,1714
1681,1714
1681,1719
1682,1719
1682,1721
1683,1721
1683,1723
1684,1723
1684,1725
1685,1725
1685,1726
1686,1726
1686,1728
1687,1728
1687,1729
1689,1729
1689,1730
1690,1730
1690,1731
1692,1731
1692,1732
1694,1732
1694,1733
1698,1733
1698,1734
1699,1734
1699,1735
1700,1735
1700,1736
